type,lat,lng,distance,price,year_built,land_size,building_area,rooms,bathroom,car,suburb_grouped,count_1km,price_mean_1km,review_mean_1km,count_2km,price_mean_2km,review_mean_2km,count_2.5km,price_mean_2.5km,review_mean_2.5km,council_area
h,-37.7303,144.9773,9.2,735000.0,,427.0,,3,1,1.0,Coburg North,13.0,87.6923076923077,9.222222222222221,109.0,85.6788990825688,9.292134831460674,173.0,87.32369942196532,9.300751879699249,Moreland
h,-37.7283,144.969,9.2,864000.0,1950.0,565.0,115.0,3,1,2.0,Coburg North,27.0,76.48148148148148,9.217391304347826,105.0,83.94285714285714,9.358024691358025,149.0,81.06040268456375,9.412280701754385,Moreland
h,-37.7201,144.9696,9.2,700000.0,1950.0,626.0,108.0,3,1,2.0,Coburg North,13.0,63.46153846153846,9.416666666666666,65.0,80.35384615384615,9.25,114.0,81.85087719298245,9.284090909090908,Moreland
h,-37.7271,144.9842,9.2,735000.0,,302.0,,4,2,2.0,Coburg North,15.0,98.93333333333334,9.307692307692308,81.0,80.95061728395062,9.296875,148.0,84.5945945945946,9.269565217391305,Moreland
t,-37.721,144.9527,9.2,591000.0,2008.0,456.2983399358612,86.0,2,1,1.0,Coburg North,12.0,51.25,9.0,60.0,69.13333333333334,9.340425531914894,108.0,77.32407407407408,9.317073170731707,Moreland
h,-37.7205,144.9659,9.2,860000.0,1950.0,586.0,145.0,3,1,3.0,Coburg North,18.0,65.22222222222223,9.375,73.0,76.05479452054794,9.232142857142858,113.0,80.69026548672566,9.277777777777779,Moreland
h,-37.723,144.96,9.2,765000.0,1925.0,563.0,116.0,2,1,2.0,Coburg North,18.0,56.44444444444444,9.23076923076923,75.0,75.24,9.316666666666666,119.0,82.85714285714286,9.325842696629213,Moreland
h,-37.7307,144.9826,9.2,625000.0,2014.0,104.0,138.0,3,1,2.0,Coburg North,20.0,87.0,9.38888888888889,94.0,87.24468085106383,9.166666666666666,181.0,89.48066298342542,9.297872340425531,Moreland
h,-37.732,144.9832,9.2,745000.0,1940.0,526.0,90.0,2,1,3.0,Coburg North,20.0,87.0,9.38888888888889,105.0,86.67619047619047,9.160493827160494,193.0,89.54922279792746,9.32,Moreland
h,-37.7266,144.9823,9.2,1050000.0,2016.0,501.0,258.0,4,3,2.0,Coburg North,14.0,98.14285714285714,9.25,79.0,85.0379746835443,9.265625,146.0,82.70547945205479,9.258928571428571,Moreland
h,-37.7269,144.9654,9.2,782000.0,,576.0,,3,1,3.0,Coburg North,25.0,79.8,9.363636363636363,100.0,82.36,9.379746835443038,135.0,81.41481481481482,9.37,Moreland
h,-37.7297,144.9654,9.2,935000.0,1960.0,833.0,107.0,2,1,2.0,Coburg North,38.0,89.6842105263158,9.40625,110.0,84.6,9.380952380952381,151.0,79.27814569536424,9.4,Moreland
h,-37.7197,144.9585,9.2,1009000.0,1950.0,590.0,,4,1,2.0,Coburg North,19.0,55.89473684210526,9.214285714285714,62.0,73.25806451612904,9.313725490196079,99.0,78.47474747474747,9.28,Moreland
h,-37.7276,144.9688,9.2,820000.0,1960.0,629.0,120.0,2,1,4.0,Coburg North,23.0,78.8695652173913,9.3,101.0,82.46534653465346,9.35897435897436,143.0,82.78321678321679,9.398148148148149,Moreland
h,-37.7215,144.9533,9.2,780000.0,1950.0,307.0,96.0,3,1,2.0,Coburg North,14.0,49.857142857142854,9.1,63.0,71.60317460317461,9.372549019607844,110.0,78.82727272727273,9.297619047619047,Moreland
h,-37.7305,144.9605,9.2,707000.0,1950.0,556.0,129.0,3,2,3.0,Coburg North,34.0,84.97058823529412,9.481481481481481,99.0,81.1919191919192,9.402597402597403,159.0,80.86163522012579,9.394957983193278,Moreland
h,-37.728,144.963,9.2,772000.0,,367.0,,3,1,1.0,Coburg North,25.0,87.8,9.434782608695652,99.0,82.26262626262626,9.384615384615385,137.0,82.68613138686132,9.386138613861386,Moreland
h,-37.7316,144.9789,9.2,745000.0,,473.0,,3,1,3.0,Coburg North,17.0,73.47058823529412,9.307692307692308,108.0,88.54629629629629,9.279069767441861,177.0,87.54802259887006,9.272058823529411,Moreland
u,-37.73,144.9629,9.2,532500.0,1970.0,168.0,,2,1,1.0,Coburg North,34.0,91.88235294117646,9.433333333333334,106.0,84.52830188679245,9.407407407407407,157.0,80.96178343949045,9.403361344537815,Moreland
h,-37.7305,144.9809,9.2,750000.0,,310.0,,3,2,2.0,Coburg North,16.0,76.4375,9.285714285714286,94.0,86.77659574468085,9.22972972972973,173.0,86.48554913294798,9.308270676691729,Moreland
h,-37.7295,144.982,9.2,815000.0,,376.0,,3,2,2.0,Coburg North,18.0,89.94444444444444,9.375,92.0,87.02173913043478,9.208333333333334,175.0,87.86857142857143,9.321167883211679,Moreland
h,-37.7323,144.9833,9.2,637000.0,1950.0,498.0,97.0,3,1,4.0,Coburg North,21.0,84.28571428571429,9.38888888888889,107.0,87.17757009345794,9.160493827160494,197.0,89.03553299492386,9.324675324675324,Moreland
h,-37.7308,144.9836,9.2,950000.0,2013.0,298.0,231.0,4,2,2.0,Coburg North,21.0,90.0,9.368421052631579,100.0,87.15,9.205128205128204,181.0,88.78453038674033,9.304964539007091,Moreland
h,-37.7297,144.9648,9.2,780000.0,,677.0,,3,1,2.0,Coburg North,37.0,92.0,9.393939393939394,109.0,84.71559633027523,9.397590361445783,150.0,80.38,9.403508771929825,Moreland
h,-37.734,144.9728,9.2,860000.0,1970.0,472.0,134.0,3,2,3.0,Coburg North,30.0,91.3,9.28,125.0,85.904,9.34375,219.0,83.12328767123287,9.408284023668639,Moreland
h,-37.7302,144.9816,9.2,1172000.0,2014.0,425.0,37.0,5,3,2.0,Coburg North,17.0,80.47058823529412,9.333333333333334,92.0,87.29347826086956,9.222222222222221,178.0,88.42134831460675,9.316546762589928,Moreland
h,-37.7187,144.9564,9.2,530000.0,,332.0,,2,1,1.0,Coburg North,16.0,51.875,9.0,57.0,68.0,9.333333333333334,97.0,75.27835051546391,9.28169014084507,Moreland
t,-37.7263,144.9843,9.2,570000.0,,186.0,,2,2,2.0,Coburg North,13.0,98.76923076923077,9.272727272727273,76.0,80.46052631578948,9.283333333333333,145.0,84.30344827586207,9.29203539823009,Moreland
h,-37.7351,144.9833,9.2,650000.0,1930.0,407.0,95.0,3,1,1.0,Coburg North,23.0,70.3913043478261,9.31578947368421,115.0,87.4,9.193181818181818,237.0,88.9789029535865,9.346368715083798,Moreland
h,-37.7242,144.9612,9.2,792000.0,1950.0,320.0,131.0,4,2,1.0,Coburg North,18.0,57.77777777777778,9.384615384615385,78.0,77.83333333333333,9.333333333333334,119.0,83.10084033613445,9.337078651685394,Moreland
h,-37.7236,144.9576,9.2,720000.0,1970.0,499.0,105.0,3,1,2.0,Coburg North,18.0,57.05555555555556,9.23076923076923,79.0,76.0886075949367,9.333333333333334,114.0,81.89473684210526,9.337209302325581,Moreland
h,-37.7307,144.9704,9.2,970000.0,1960.0,575.0,129.0,3,1,2.0,Coburg North,25.0,80.52,9.15,115.0,84.40869565217392,9.395348837209303,175.0,83.98285714285714,9.350746268656716,Moreland
t,-37.7968,144.9891,1.6,750000.0,,115.0,,2,1,1.0,Collingwood,443.0,123.6704288939052,9.897574123989218,1441.0,116.3587786259542,9.856532877882152,2186.0,116.46569075937786,9.847487001733102,Moreland
h,-37.7974,144.9915,1.6,890000.0,1900.0,178.0,70.0,2,1,1.0,Collingwood,376.0,122.57712765957447,9.847133757961783,1395.0,117.92544802867384,9.849736379613356,2051.0,117.39590443686006,9.85049019607843,Moreland
u,-37.8042,144.9845,1.6,1260000.0,1900.0,456.2983399358612,129.0,2,1,1.0,Collingwood,637.0,124.59968602825745,9.932584269662922,1948.0,120.84907597535934,9.88410386320456,2993.0,120.48546608753759,9.867171080285834,Moreland
h,-37.7962,144.9866,1.6,1260000.0,1900.0,167.0,,3,1,0.0,Collingwood,504.0,125.36309523809524,9.927906976744186,1554.0,114.6949806949807,9.8472,2440.0,116.20696721311475,9.850754030161207,Moreland
h,-37.7969,144.9885,1.6,1320000.0,,456.2983399358612,,2,2,1.0,Collingwood,456.0,123.95833333333333,9.911458333333334,1467.0,116.0824812542604,9.854974704890388,2230.0,116.51076233183856,9.85099150141643,Moreland
h,-37.7969,144.9905,1.6,1430000.0,,231.0,,2,1,0.0,Collingwood,407.0,123.14987714987716,9.869436201780415,1402.0,117.26676176890157,9.851624231782266,2093.0,116.94266602962256,9.85301204819277,Moreland
t,-37.8083,144.9908,1.6,1125000.0,2000.0,456.2983399358612,151.0,3,2,2.0,Collingwood,522.0,124.16666666666667,9.844393592677346,1513.0,122.61599471249174,9.863303498779496,2243.0,121.57913508693714,9.859271523178808,Moreland
u,-37.8035,144.985,1.6,910000.0,1880.0,456.2983399358612,97.0,2,1,1.0,Collingwood,626.0,124.57188498402556,9.93142857142857,1863.0,120.8641975308642,9.885657633840053,2910.0,119.78281786941581,9.863066954643628,Moreland
u,-37.802,144.9848,1.6,452000.0,2000.0,816.0,53.0,1,1,1.0,Collingwood,650.0,124.83076923076923,9.926739926739927,1818.0,119.72112211221122,9.888661202185792,2863.0,119.43520782396088,9.865384615384615,Moreland
h,-37.7948,144.9861,1.6,1015000.0,,117.0,,2,1,0.0,Collingwood,476.0,124.3970588235294,9.924433249370278,1582.0,114.23893805309734,9.845727848101266,2377.0,115.20109381573411,9.844017094017094,Moreland
u,-37.809,144.9911,1.6,372000.0,2005.0,456.2983399358612,65.0,1,1,1.0,Collingwood,512.0,123.8359375,9.847058823529412,1508.0,122.434350132626,9.859016393442623,2225.0,121.71910112359551,9.860322760155816,Moreland
u,-37.8032,144.9842,1.6,1326000.0,2013.0,456.2983399358612,190.0,3,2,1.0,Collingwood,654.0,124.43577981651376,9.934545454545454,1954.0,120.21545547594678,9.88022813688213,2999.0,120.36578859619873,9.868145667643365,Moreland
t,-37.8006,144.9925,1.6,910000.0,,171.0,,3,1,1.0,Collingwood,446.0,121.07399103139014,9.803234501347708,1448.0,119.48411602209944,9.856658184902459,2029.0,118.67471660916708,9.862111801242236,Moreland
h,-37.8042,144.9845,1.6,1230000.0,1920.0,456.2983399358612,153.0,2,2,1.0,Collingwood,637.0,124.59968602825745,9.932584269662922,1948.0,120.84907597535934,9.88410386320456,2993.0,120.48546608753759,9.867171080285834,Moreland
h,-37.7953,144.9882,1.6,855000.0,1890.0,130.0,80.0,2,1,0.0,Collingwood,418.0,123.0909090909091,9.903409090909092,1489.0,115.60040295500336,9.856906534325889,2191.0,115.43404837973529,9.846643518518519,Moreland
u,-37.796,144.9911,1.6,457000.0,1970.0,406.0,49.0,1,1,1.0,Collingwood,329.0,120.14589665653496,9.846715328467154,1374.0,117.88136826783115,9.851687388987566,2032.0,115.98966535433071,9.84472049689441,Moreland
t,-37.7961,144.9873,1.6,897500.0,1995.0,82.0,82.0,3,2,1.0,Collingwood,467.0,125.06638115631692,9.917085427135678,1517.0,114.87277521423863,9.85061224489796,2341.0,115.5946176847501,9.845360824742269,Moreland
u,-37.8035,144.985,1.6,865000.0,,456.2983399358612,,2,2,1.0,Collingwood,626.0,124.57188498402556,9.93142857142857,1863.0,120.8641975308642,9.885657633840053,2910.0,119.78281786941581,9.863066954643628,Moreland
h,-37.7985,144.9883,1.6,1265000.0,1920.0,282.0,112.0,2,1,1.0,Collingwood,493.0,122.76876267748479,9.920096852300242,1468.0,116.608310626703,9.863291139240506,2368.0,118.35135135135135,9.856611789697292,Moreland
h,-37.8067,144.984,1.6,1260000.0,,116.0,,2,1,2.0,Collingwood,611.0,123.83142389525368,9.925925925925926,1996.0,122.02905811623246,9.888064316635745,3248.0,122.41440886699507,9.871030209140201,Moreland
h,-37.7948,144.9875,1.6,1075000.0,1880.0,183.0,104.0,3,1,0.0,Collingwood,424.0,124.31132075471699,9.910364145658264,1517.0,115.5273566249176,9.846905537459284,2214.0,115.31662149954833,9.84249713631157,Moreland
u,-37.8037,144.9846,1.6,1470000.0,,456.2983399358612,,3,2,2.0,Collingwood,633.0,124.69036334913112,9.932075471698113,1922.0,120.85327783558793,9.883333333333333,2969.0,120.22937015830246,9.86754126110876,Moreland
u,-37.796,144.9911,1.6,366000.0,1970.0,456.2983399358612,44.0,1,1,1.0,Collingwood,329.0,120.14589665653496,9.846715328467154,1374.0,117.88136826783115,9.851687388987566,2032.0,115.98966535433071,9.84472049689441,Moreland
u,-37.8035,144.985,1.6,461000.0,,456.2983399358612,,1,1,1.0,Collingwood,626.0,124.57188498402556,9.93142857142857,1863.0,120.8641975308642,9.885657633840053,2910.0,119.78281786941581,9.863066954643628,Moreland
h,-37.7964,144.9923,1.6,981000.0,1900.0,188.0,107.0,2,1,0.0,Collingwood,303.0,122.4026402640264,9.82213438735178,1354.0,117.63293943870015,9.846642468239564,1955.0,116.61739130434782,9.856594110115237,Moreland
u,-37.8035,144.985,1.6,683000.0,1900.0,456.2983399358612,92.0,2,1,1.0,Collingwood,626.0,124.57188498402556,9.93142857142857,1863.0,120.8641975308642,9.885657633840053,2910.0,119.78281786941581,9.863066954643628,Moreland
h,-37.7968,144.9924,1.6,1470000.0,,150.0,,3,2,0.0,Collingwood,311.0,122.84887459807074,9.821705426356589,1357.0,118.12527634487842,9.843920145190562,1956.0,116.84151329243353,9.856777493606138,Moreland
h,-37.7976,144.993,1.6,670000.0,,118.0,,2,1,0.0,Collingwood,326.0,122.20858895705521,9.799270072992702,1374.0,118.1098981077147,9.847048300536672,1956.0,117.61912065439672,9.855406269993603,Moreland
u,-37.8019,144.9845,1.6,430000.0,,456.2983399358612,52.0,1,1,1.0,Collingwood,662.0,124.48489425981873,9.929475587703436,1854.0,119.22276159654801,9.881367292225201,2897.0,119.43872972040042,9.865916955017301,Moreland
u,-37.802,144.9848,1.6,515000.0,,816.0,,2,1,1.0,Collingwood,650.0,124.83076923076923,9.926739926739927,1818.0,119.72112211221122,9.888661202185792,2863.0,119.43520782396088,9.865384615384615,Moreland
h,-37.7962,144.9887,1.6,1000000.0,1880.0,159.0,86.0,2,1,2.0,Collingwood,441.0,123.24716553287982,9.90348525469169,1458.0,115.65706447187928,9.855084745762712,2203.0,115.99500680889696,9.847701149425287,Moreland
t,-37.7961,144.9874,1.6,887500.0,2000.0,81.0,82.0,3,2,1.0,Collingwood,465.0,125.32903225806452,9.916666666666666,1512.0,114.92129629629629,9.850367947669664,2328.0,115.61039518900344,9.844347351174221,Moreland
u,-37.8042,144.9845,1.6,1500000.0,1920.0,456.2983399358612,159.0,3,2,2.0,Collingwood,637.0,124.59968602825745,9.932584269662922,1948.0,120.84907597535934,9.88410386320456,2993.0,120.48546608753759,9.867171080285834,Moreland
u,-37.8046,144.984,1.6,672000.0,2002.0,456.2983399358612,60.0,2,1,1.0,Collingwood,642.0,125.02959501557632,9.933209647495362,2006.0,121.38334995014955,9.886629698089957,3132.0,121.33461047254151,9.871537535126455,Moreland
u,-37.8035,144.985,1.6,1215000.0,1895.0,456.2983399358612,,2,2,1.0,Collingwood,626.0,124.57188498402556,9.93142857142857,1863.0,120.8641975308642,9.885657633840053,2910.0,119.78281786941581,9.863066954643628,Moreland
u,-37.8026,144.9848,1.6,800000.0,1900.0,456.2983399358612,91.0,2,1,1.0,Collingwood,643.0,124.69362363919129,9.935185185185185,1843.0,120.29571351058057,9.886424731182796,2889.0,119.7760470751125,9.867072111207646,Moreland
u,-37.8046,144.9858,1.6,1645000.0,1890.0,456.2983399358612,2.0,2,1,3.0,Collingwood,636.0,123.46540880503144,9.917757009345795,1781.0,121.38742279618192,9.888275862068966,2850.0,119.93228070175438,9.86229652441707,Moreland
u,-37.7988,144.9912,1.6,450000.0,1970.0,456.2983399358612,,2,1,1.0,Collingwood,441.0,121.22675736961452,9.850948509485095,1428.0,117.67717086834733,9.854561101549054,2106.0,118.38793922127256,9.85509838998211,Moreland
u,-37.8035,144.985,1.6,860000.0,1920.0,456.2983399358612,114.0,2,2,1.0,Collingwood,626.0,124.57188498402556,9.93142857142857,1863.0,120.8641975308642,9.885657633840053,2910.0,119.78281786941581,9.863066954643628,Moreland
u,-37.7887,145.1438,13.9,492500.0,1975.0,65.0,,2,1,1.0,Doncaster,18.0,115.33333333333333,9.583333333333334,84.0,108.46428571428571,9.053571428571429,181.0,118.74033149171271,9.346153846153847,Moreland
h,-37.7942,145.1218,13.9,1403000.0,1970.0,727.0,123.0,3,1,4.0,Doncaster,86.0,140.97674418604652,9.591549295774648,244.0,116.15163934426229,9.437837837837838,392.0,115.73214285714286,9.466898954703833,Moreland
h,-37.7891,145.1073,13.9,1408000.0,,725.0,,4,2,0.0,Doncaster,11.0,135.8181818181818,9.5,124.0,122.30645161290323,9.395833333333334,204.0,119.1470588235294,9.454545454545455,Moreland
t,-37.7915,145.1258,13.9,855000.0,,242.0,,4,2,2.0,Doncaster,98.0,138.21428571428572,9.582278481012658,191.0,117.3717277486911,9.458333333333334,334.0,119.2065868263473,9.431451612903226,Moreland
h,-37.7912,145.1248,13.9,1450000.0,1970.0,638.0,115.0,3,1,1.0,Doncaster,97.0,137.1340206185567,9.594936708860759,189.0,119.91005291005291,9.455172413793104,337.0,118.83086053412462,9.434262948207172,Moreland
h,-37.7791,145.1328,13.9,1461800.0,,660.0,,5,2,2.0,Doncaster,36.0,115.47222222222223,9.333333333333334,138.0,128.6086956521739,9.509803921568627,166.0,122.39759036144578,9.426229508196721,Moreland
h,-37.7827,145.1358,13.9,1396000.0,1975.0,658.0,138.0,4,1,2.0,Doncaster,35.0,115.31428571428572,9.36,136.0,128.7941176470588,9.485148514851485,173.0,121.74566473988439,9.38888888888889,Moreland
h,-37.7722,145.1309,13.9,1535000.0,,681.0,,5,3,2.0,Doncaster,20.0,108.1,9.090909090909092,128.0,128.0234375,9.53763440860215,154.0,123.98701298701299,9.517857142857142,Moreland
h,-37.781,145.1036,13.9,1125000.0,1970.0,819.0,173.0,3,2,2.0,Doncaster,16.0,110.0,8.2,55.0,95.23636363636363,9.105263157894736,133.0,120.82706766917293,9.363636363636363,Moreland
u,-37.7862,145.1235,13.9,700000.0,2007.0,456.2983399358612,119.0,3,2,2.0,Doncaster,97.0,137.01030927835052,9.597402597402597,162.0,125.85185185185185,9.487394957983193,227.0,115.1453744493392,9.425149700598803,Moreland
h,-37.794000000000004,145.1178,13.9,1152000.0,2007.0,336.0,176.0,4,2,2.0,Doncaster,68.0,140.73529411764707,9.583333333333334,243.0,119.62962962962963,9.422459893048128,388.0,115.93041237113403,9.475694444444445,Moreland
h,-37.7798,145.1319,13.9,920000.0,,655.0,,3,3,3.0,Doncaster,42.0,117.88095238095238,9.357142857142858,139.0,128.27338129496403,9.504854368932039,169.0,119.74556213017752,9.419354838709678,Moreland
h,-37.7815,145.1279,13.9,1050000.0,1995.0,317.0,194.0,4,2,2.0,Doncaster,98.0,136.5612244897959,9.602739726027398,139.0,130.49640287769785,9.514285714285714,185.0,120.34594594594594,9.412213740458014,Moreland
u,-37.7929,145.1338,13.9,910000.0,2001.0,299.0,135.0,3,2,2.0,Doncaster,38.0,126.0,9.392857142857142,166.0,123.60843373493977,9.390243902439025,284.0,108.97535211267606,9.408866995073891,Moreland
h,-37.7912,145.1127,13.9,1225000.0,1985.0,740.0,185.0,4,3,2.0,Doncaster,17.0,118.70588235294117,9.5,164.0,126.22560975609755,9.584,317.0,116.05362776025237,9.398340248962656,Moreland
h,-37.778,145.1173,13.9,1316000.0,1965.0,716.0,155.0,4,2,2.0,Doncaster,19.0,69.47368421052632,9.571428571428571,127.0,129.50393700787401,9.542553191489361,168.0,123.77380952380952,9.40650406504065,Moreland
u,-37.7868,145.1223,13.9,400000.0,,456.2983399358612,,2,1,2.0,Doncaster,94.0,136.24468085106383,9.653333333333334,164.0,125.92073170731707,9.508333333333333,233.0,114.13304721030043,9.456140350877194,Moreland
h,-37.7752,145.1317,13.9,1400000.0,1985.0,656.0,320.0,5,3,2.0,Doncaster,24.0,111.54166666666667,9.416666666666666,136.0,130.4264705882353,9.53,157.0,123.19745222929936,9.486956521739131,Moreland
h,-37.7808,145.1185,13.9,2168000.0,2016.0,669.0,395.0,5,5,2.0,Doncaster,56.0,141.78571428571428,9.673913043478262,137.0,126.37956204379562,9.515151515151516,180.0,125.36666666666666,9.427480916030534,Moreland
h,-37.782,145.1194,13.9,1430000.0,1970.0,655.0,170.0,4,2,2.0,Doncaster,83.0,141.36144578313252,9.705882352941176,145.0,127.32413793103449,9.5,181.0,125.353591160221,9.43939393939394,Moreland
h,-37.7955,145.139,13.9,1250000.0,,780.0,,4,2,2.0,Doncaster,22.0,127.45454545454545,8.866666666666667,149.0,127.22147651006712,9.409090909090908,278.0,108.99280575539568,9.396984924623116,Moreland
u,-37.7776,145.1267,13.9,772000.0,1986.0,203.0,109.0,3,2,1.0,Doncaster,45.0,118.64444444444445,9.566666666666666,140.0,126.65,9.514285714285714,165.0,125.15151515151516,9.411764705882353,Moreland
h,-37.7738,145.1308,13.9,2000000.0,,507.0,,4,3,2.0,Doncaster,23.0,110.82608695652173,9.357142857142858,130.0,127.8076923076923,9.526315789473685,155.0,123.89032258064516,9.517857142857142,Moreland
h,-37.7946,145.1375,13.9,1300000.0,,657.0,,3,1,2.0,Doncaster,23.0,123.73913043478261,9.066666666666666,151.0,126.20529801324503,9.401785714285714,278.0,109.5863309352518,9.368159203980099,Moreland
h,-37.7939,145.1392,13.9,1468000.0,1975.0,806.0,170.0,4,2,2.0,Doncaster,24.0,123.45833333333333,9.0,148.0,127.27027027027027,9.403669724770642,250.0,109.544,9.337078651685394,Moreland
h,-37.79,145.1309,13.9,1275000.0,1960.0,720.0,,3,1,1.0,Doncaster,98.0,142.66326530612244,9.626666666666667,166.0,123.09638554216868,9.398373983739837,252.0,110.23809523809524,9.375661375661375,Moreland
h,-37.7856,145.1374,13.9,1200000.0,,657.0,,4,1,2.0,Doncaster,33.0,111.21212121212122,9.2,145.0,126.82068965517242,9.403669724770642,186.0,121.66129032258064,9.355072463768115,Moreland
u,-37.7826,145.1274,13.9,655000.0,,456.2983399358612,,3,2,2.0,Doncaster,100.0,137.1,9.613333333333333,140.0,129.92142857142858,9.5,187.0,120.28342245989305,9.406015037593985,Moreland
u,-37.7743,145.1093,13.9,753000.0,1970.0,241.0,105.0,4,1,1.0,Doncaster,13.0,82.92307692307692,9.11111111111111,56.0,100.76785714285714,9.076923076923077,148.0,125.0608108108108,9.423423423423424,Moreland
h,-37.7735,145.1044,13.9,1250000.0,1963.0,767.0,,4,2,3.0,Doncaster,17.0,77.58823529411765,8.333333333333334,47.0,84.25531914893617,9.0,79.0,102.83544303797468,9.137931034482758,Moreland
h,-37.7915,145.1224,13.9,1140000.0,1960.0,679.0,,2,1,1.0,Doncaster,86.0,139.62790697674419,9.694444444444445,199.0,120.06532663316582,9.496598639455783,353.0,118.06232294617564,9.452471482889734,Moreland
h,-37.7807,145.1193,13.9,1180000.0,,657.0,,3,1,2.0,Doncaster,67.0,145.19402985074626,9.685185185185185,139.0,125.64028776978417,9.524752475247524,181.0,124.48066298342542,9.435114503816793,Moreland
t,-37.7863,145.106,13.9,746000.0,2013.0,118.0,106.0,3,2,2.0,Doncaster,9.0,141.55555555555554,9.4,92.0,113.07608695652173,9.3,178.0,117.21910112359551,9.416666666666666,Moreland
h,-37.7892,145.131,13.9,1485000.0,1960.0,731.0,140.0,3,2,2.0,Doncaster,97.0,142.63917525773195,9.626666666666667,165.0,122.9090909090909,9.40983606557377,243.0,110.27160493827161,9.36413043478261,Moreland
h,-37.7816,145.1066,13.9,1190000.0,1960.0,658.0,140.0,3,1,1.0,Doncaster,15.0,99.93333333333334,9.25,81.0,111.44444444444444,9.274193548387096,156.0,122.71153846153847,9.433333333333334,Moreland
h,-37.792,145.1077,13.9,900000.0,2013.0,366.0,150.0,3,2,2.0,Doncaster,13.0,150.23076923076923,9.571428571428571,139.0,119.48920863309353,9.495238095238095,257.0,120.38910505836576,9.44041450777202,Moreland
h,-37.7813,145.1318,13.9,1250000.0,1965.0,728.0,150.0,3,2,1.0,Doncaster,55.0,123.65454545454546,9.444444444444445,141.0,128.01418439716312,9.471153846153847,176.0,118.33522727272727,9.40625,Moreland
h,-37.7848,145.1029,13.9,1030000.0,1960.0,827.0,100.0,3,1,1.0,Doncaster,11.0,136.36363636363637,9.333333333333334,59.0,97.22033898305085,9.170731707317072,154.0,112.44805194805195,9.327586206896552,Moreland
t,-37.7888,145.138,13.9,985000.0,1998.0,182.0,160.0,4,2,2.0,Doncaster,28.0,112.57142857142857,9.31578947368421,147.0,126.53061224489795,9.342592592592593,195.0,119.64102564102564,9.335664335664335,Moreland
h,-37.7827,145.1051,13.9,1300000.0,1970.0,651.0,119.0,3,1,2.0,Doncaster,14.0,113.78571428571429,9.125,65.0,97.9076923076923,9.177777777777777,156.0,119.71794871794872,9.401709401709402,Moreland
u,-37.7874,145.1043,13.9,522500.0,,145.0,,2,1,1.0,Doncaster,13.0,131.53846153846155,9.428571428571429,68.0,100.30882352941177,9.148936170212766,177.0,113.89830508474576,9.398496240601503,Moreland
h,-37.7903,145.1107,13.9,1510000.0,,659.0,,5,2,2.0,Doncaster,11.0,144.9090909090909,9.4,150.0,125.21333333333334,9.552631578947368,268.0,118.82089552238806,9.378787878787879,Moreland
h,-37.78,145.1145,13.9,1460000.0,,840.0,,4,2,2.0,Doncaster,19.0,90.52631578947368,9.538461538461538,129.0,127.47286821705427,9.473684210526315,173.0,125.01156069364161,9.4251968503937,Moreland
h,-37.7814,145.1273,13.9,958000.0,,456.2983399358612,,3,2,2.0,Doncaster,101.0,136.73267326732673,9.618421052631579,140.0,128.57857142857142,9.50943396226415,185.0,120.6108108108108,9.412213740458014,Moreland
h,-37.7795,145.1294,13.9,1462500.0,1969.0,654.0,160.0,4,3,2.0,Doncaster,60.0,125.63333333333334,9.55,141.0,127.94326241134752,9.509615384615385,170.0,122.16470588235295,9.414634146341463,Moreland
h,-37.7927,145.1386,13.9,1430000.0,1970.0,811.0,,3,1,2.0,Doncaster,27.0,116.85185185185185,9.055555555555555,148.0,127.00675675675676,9.418181818181818,238.0,111.1890756302521,9.31578947368421,Moreland
t,-37.7887,145.1086,13.9,1350000.0,1960.0,711.0,,4,3,2.0,Doncaster,9.0,142.66666666666666,9.5,140.0,124.29285714285714,9.439252336448599,211.0,119.47867298578198,9.426751592356688,Moreland
h,-37.7856,145.1088,13.9,1460800.0,1970.0,654.0,305.0,4,3,2.0,Doncaster,8.0,141.875,9.333333333333334,129.0,128.14728682170542,9.431372549019608,194.0,118.64432989690722,9.429577464788732,Moreland
h,-37.7798,145.1368,13.9,1152500.0,1980.0,648.0,129.0,3,2,2.0,Doncaster,24.0,111.125,9.4375,139.0,128.14388489208633,9.45631067961165,164.0,123.79878048780488,9.411764705882353,Moreland
h,-37.7753,145.1114,13.9,1474000.0,,753.0,,3,2,2.0,Doncaster,15.0,90.2,9.2,107.0,127.90654205607477,9.45679012345679,151.0,122.80132450331126,9.43859649122807,Moreland
u,-37.7882,145.1315,13.9,800000.0,1991.0,267.0,,3,2,2.0,Doncaster,95.0,142.57894736842104,9.616438356164384,162.0,123.55555555555556,9.445378151260504,224.0,112.28125,9.349397590361447,Moreland
h,-37.7934,145.1207,13.9,1391000.0,1965.0,764.0,175.0,3,1,1.0,Doncaster,84.0,140.03571428571428,9.605633802816902,235.0,117.02127659574468,9.432584269662922,375.0,116.99466666666666,9.471223021582734,Moreland
u,-37.7887,145.1436,13.9,452000.0,1975.0,67.0,68.0,2,1,1.0,Doncaster,19.0,114.3157894736842,9.583333333333334,89.0,109.48314606741573,9.1,181.0,118.74033149171271,9.346153846153847,Moreland
h,-37.7932,145.1123,13.9,1322000.0,,729.0,,5,1,0.0,Doncaster,14.0,129.42857142857142,9.0,176.0,125.23863636363636,9.544776119402986,359.0,114.8941504178273,9.416974169741698,Moreland
