Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),Recibís algún tipo de bono,Años de experiencia,Lenguajes de programación,Nivel de estudios alcanzado,Me identifico,file
75000.0,90000.0,No,18.0,".NET, C, C++, Java, Javascript, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
181000.0,115000.0,Un sueldo,5.0,"Go, Java",Universitario,varón,2021.1 - Encuesta Argentina.csv
90000.0,64000.0,Menos de un sueldo,4.0,SQL,,varón,2021.1 - Encuesta Argentina.csv
130000.0,95000.0,No,12.0,"Bash/Shell, CSS, HTML, Javascript, Python",Universitario,varón,2021.1 - Encuesta Argentina.csv
107600.0,89335.0,Un sueldo,10.0,Ninguno de los anteriores,Terciario,varón,2021.1 - Encuesta Argentina.csv
1253680.0,1241000.0,No,10.0,"Arduino, C++, Matlab",,varón,2021.1 - Encuesta Argentina.csv
85000.0,72000.0,3+ sueldos,5.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
100000.0,78000.0,No,0.0,Javascript,,varón,2021.1 - Encuesta Argentina.csv
110000.0,90000.0,De uno a tres sueldos,5.0,"Go, Java, Javascript, SQL",,prefiero no decir,2021.1 - Encuesta Argentina.csv
130000.0,110000.0,No,15.0,".NET, C#, PHP",,varón,2021.1 - Encuesta Argentina.csv
55000.0,48000.0,No,2.0,Ninguno de los anteriores,Terciario,varón,2021.1 - Encuesta Argentina.csv
125.0,93000.0,Un sueldo,10.0,C++,Terciario,varón,2021.1 - Encuesta Argentina.csv
96000.0,80000.0,Menos de un sueldo,6.0,".NET, C#, CSS, Javascript, SQL, VBA",,prefiero no decir,2021.1 - Encuesta Argentina.csv
40000.0,37800.0,Menos de un sueldo,2.0,"Java, Javascript",,mujer,2021.1 - Encuesta Argentina.csv
110000.0,103000.0,No,17.0,".NET, C#, CSS, HTML, Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
120000.0,,No,3.0,"CSS, Javascript, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
86000.0,74000.0,Un sueldo,6.0,"CSS, HTML, Javascript, PHP",Terciario,varón,2021.1 - Encuesta Argentina.csv
12000.0,95000.0,No,15.0,".NET, C#, CSS, HTML, Javascript, Ruby, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
90000.0,74000.0,No,3.0,"Groovy, Java",,varón,2021.1 - Encuesta Argentina.csv
,81192.0,No,4.0,".NET, C#, Javascript",Universitario,varón,2021.1 - Encuesta Argentina.csv
34500.0,30000.0,No,10.0,Ninguno de los anteriores,Secundario,prefiero no decir,2021.1 - Encuesta Argentina.csv
55000.0,,No,0.0,".NET, C#",,varón,2021.1 - Encuesta Argentina.csv
143000.0,120000.0,No,7.0,"Java, Kotlin",,mujer,2021.1 - Encuesta Argentina.csv
42000.0,36700.0,No,0.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
35000.0,35000.0,No,12.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
99000.0,82400.0,No,1.0,Swift,Universitario,mujer,2021.1 - Encuesta Argentina.csv
124000.0,101000.0,Un sueldo,5.0,"Bash/Shell, Python",Universitario,varón,2021.1 - Encuesta Argentina.csv
58.228,48.597,No,3.0,Ninguno de los anteriores,Secundario,varón,2021.1 - Encuesta Argentina.csv
80000.0,71000.0,No,1.5,".NET, C#, CSS, HTML, Javascript",Universitario,varón,2021.1 - Encuesta Argentina.csv
62000.0,52000.0,No,1.0,".NET, C#, SQL, VB.net",Terciario,varón,2021.1 - Encuesta Argentina.csv
125000.0,105000.0,Menos de un sueldo,5.0,"Java, Javascript, Gosu",Universitario,varón,2021.1 - Encuesta Argentina.csv
53000.0,44000.0,No,5.0,".NET, C#",Universitario,varón,2021.1 - Encuesta Argentina.csv
43000.0,43000.0,No,0.0,Bash/Shell,Universitario,varón,2021.1 - Encuesta Argentina.csv
129000.0,87000.0,Un sueldo,4.0,"Go, Java, Javascript, Kotlin, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
62000.0,51000.0,No,0.0,"Javascript, Python, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
233000.0,171000.0,Un sueldo,6.0,Python,,varón,2021.1 - Encuesta Argentina.csv
178000.0,145000.0,De uno a tres sueldos,15.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
55000.0,,No,6.0,Ninguno de los anteriores,Terciario,varón,2021.1 - Encuesta Argentina.csv
15000.0,35000.0,No,3.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
205000.0,140000.0,3+ sueldos,20.0,"C++, Java, Javascript, PHP, Python",Universitario,varón,2021.1 - Encuesta Argentina.csv
150000.0,102700.0,Un sueldo,6.0,"Java, PL SQL",Universitario,mujer,2021.1 - Encuesta Argentina.csv
75600.0,62748.0,No,3.0,Java,,varón,2021.1 - Encuesta Argentina.csv
155000.0,102939.0,No,4.0,"CSS, HTML, Java, Javascript, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
105000.0,75000.0,No,20.0,"C++, C#, HTML, Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
70000.0,58100.0,No,1.0,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Terciario,varón,2021.1 - Encuesta Argentina.csv
103.0,89.0,No,5.0,Java,Universitario,mujer,2021.1 - Encuesta Argentina.csv
98000.0,81340.0,No,3.0,".NET, UIPATH",,varón,2021.1 - Encuesta Argentina.csv
62000.0,55000.0,No,5.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
65000.0,55000.0,No,3.0,"HTML, Python, SQL",Secundario,,2021.1 - Encuesta Argentina.csv
150000.0,116000.0,No,12.0,".NET, C, C++, C#, Python, SQL",,varón,2021.1 - Encuesta Argentina.csv
130000.0,100000.0,De uno a tres sueldos,3.0,Java,Universitario,varón,2021.1 - Encuesta Argentina.csv
47.0,39.09,No,1.0,ABAP,,mujer,2021.1 - Encuesta Argentina.csv
44666.0,37073.0,No,1.0,"Bash/Shell, Groovy, Python",,varón,2021.1 - Encuesta Argentina.csv
72000.0,60000.0,No,2.0,C,,varón,2021.1 - Encuesta Argentina.csv
220000.0,150000.0,No,4.0,"CSS, HTML, Javascript",,varón,2021.1 - Encuesta Argentina.csv
324000.0,240000.0,Menos de un sueldo,12.0,TypeScript,Terciario,mujer,2021.1 - Encuesta Argentina.csv
200.0,130.0,De uno a tres sueldos,6.0,Ninguno de los anteriores,Terciario,varón,2021.1 - Encuesta Argentina.csv
60000.0,53000.0,Un sueldo,0.0,"ABAP, SQL",,varón,2021.1 - Encuesta Argentina.csv
260000.0,170000.0,No,25.0,"Bash/Shell, Python",,varón,2021.1 - Encuesta Argentina.csv
1100.0,900.0,No,11.0,".NET, C#, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
63200.0,52400.0,No,5.0,"Javascript, Python",Secundario,mujer,2021.1 - Encuesta Argentina.csv
45000.0,37000.0,No,1.0,"C#, HTML, Javascript",Universitario,varón,2021.1 - Encuesta Argentina.csv
300000.0,190000.0,3+ sueldos,14.0,Python,Universitario,varón,2021.1 - Encuesta Argentina.csv
90000.0,75000.0,Menos de un sueldo,2.0,"Go, Groovy",,varón,2021.1 - Encuesta Argentina.csv
29600.0,28700.0,De uno a tres sueldos,5.0,"Bash/Shell, C, CSS, HTML, PHP, SQL, VBA",,varón,2021.1 - Encuesta Argentina.csv
52000.0,45000.0,Menos de un sueldo,3.0,"C, SQL",Universitario,prefiero no decir,2021.1 - Encuesta Argentina.csv
64300.0,47000.0,No,2.0,Ninguno de los anteriores,Universitario,varón,2021.1 - Encuesta Argentina.csv
75000.0,56000.0,Un sueldo,0.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
0.0,85000.0,No,2.0,"CSS, Dart, HTML, Javascript",,prefiero no decir,2021.1 - Encuesta Argentina.csv
390000.0,253000.0,Un sueldo,27.0,"Bash/Shell, Go, Groovy, Java, Javascript",,varón,2021.1 - Encuesta Argentina.csv
80000.0,65000.0,No,0.0,"Assembler, Javascript, Python, SQL",,varón,2021.1 - Encuesta Argentina.csv
64000.0,52000.0,Menos de un sueldo,2.0,"Groovy, HTML, Java, SQL, Android",Universitario,varón,2021.1 - Encuesta Argentina.csv
135000.0,100000.0,De uno a tres sueldos,10.0,".NET, C#, HTML, Javascript, SQL, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
120000.0,99000.0,No,2.0,Ninguno de los anteriores,Universitario,mujer,2021.1 - Encuesta Argentina.csv
80000.0,71490.0,Menos de un sueldo,6.0,"Bash/Shell, SQL",,varón,2021.1 - Encuesta Argentina.csv
200000.0,160000.0,No,25.0,"HTML, Java, Javascript",,varón,2021.1 - Encuesta Argentina.csv
72000.0,67000.0,No,6.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
125000.0,95000.0,Un sueldo,5.0,"Python, R, SQL",,varón,2021.1 - Encuesta Argentina.csv
300000.0,180000.0,Un sueldo,2.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
70000.0,58000.0,No,4.0,"CSS, HTML, Javascript",Terciario,varón,2021.1 - Encuesta Argentina.csv
415000.0,375000.0,No,11.0,"Bash/Shell, Python",,varón,2021.1 - Encuesta Argentina.csv
98500.0,84300.0,3+ sueldos,4.0,"Javascript, TypeScript",Universitario,varón,2021.1 - Encuesta Argentina.csv
230000.0,125000.0,Un sueldo,4.0,"Javascript, Python",,prefiero no decir,2021.1 - Encuesta Argentina.csv
230000.0,125000.0,Un sueldo,4.0,"Javascript, Python",,prefiero no decir,2021.1 - Encuesta Argentina.csv
96000.0,79680.0,No,2.0,"Javascript, TypeScript",Universitario,mujer,2021.1 - Encuesta Argentina.csv
1000.0,900.0,No,9.0,SQL,,varón,2021.1 - Encuesta Argentina.csv
150000.0,130000.0,No,9.0,"Bash/Shell, Go, HTML, Javascript, PHP",Universitario,varón,2021.1 - Encuesta Argentina.csv
550.0,,No,25.0,"Bash/Shell, Perl, PHP, Python",,prefiero no decir,2021.1 - Encuesta Argentina.csv
100000.0,70000.0,No,3.0,.NET,Secundario,,2021.1 - Encuesta Argentina.csv
85000.0,70550.0,No,1.0,"CSS, HTML, Javascript, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
52000.0,43500.0,No,1.0,".NET, Python, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
60000.0,54600.0,No,2.0,"ActionScript, Python, SQL",Universitario,mujer,2021.1 - Encuesta Argentina.csv
250000.0,150000.0,De uno a tres sueldos,13.0,Ninguno de los anteriores,Universitario,varón,2021.1 - Encuesta Argentina.csv
95000.0,76666.0,No,2.0,"Bash/Shell, HTML, Javascript, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
118000.0,97000.0,No,10.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
198000.0,143000.0,No,9.0,"Bash/Shell, Java, PHP, Python, Scala",Universitario,varón,2021.1 - Encuesta Argentina.csv
62000.0,51460.0,Un sueldo,1.0,Ninguno de los anteriores,Universitario,,2021.1 - Encuesta Argentina.csv
410000.0,210000.0,3+ sueldos,19.0,Bash/Shell,,varón,2021.1 - Encuesta Argentina.csv
67000.0,49000.0,No,1.0,Ninguno de los anteriores,Universitario,varón,2021.1 - Encuesta Argentina.csv
75000.0,60000.0,No,3.0,"Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
173000.0,140000.0,No,25.0,"Assembler, Bash/Shell, C, COBOL, Delphi, HTML, Java, Perl, PHP, Python, R, SQL",,varón,2021.1 - Encuesta Argentina.csv
100000.0,74000.0,3+ sueldos,10.0,"CSS, HTML, PHP",,varón,2021.1 - Encuesta Argentina.csv
170000.0,140000.0,No,5.0,Ninguno de los anteriores,Posgrado,varón,2021.1 - Encuesta Argentina.csv
95000.0,83000.0,No,1.0,"ABAP, Bash/Shell, HTML",Universitario,varón,2021.1 - Encuesta Argentina.csv
159000.0,101000.0,Un sueldo,8.0,"COBOL, CSS, Groovy, HTML, Java, Javascript, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
220000.0,155000.0,No,5.0,".NET, C#, HTML, Javascript, PHP",,varón,2021.1 - Encuesta Argentina.csv
54000.0,54000.0,No,1.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
20000.0,16000.0,No,1.0,"Bash/Shell, CSS, HTML, Javascript, SQL, TypeScript",Secundario,varón,2021.1 - Encuesta Argentina.csv
98000.0,80000.0,Un sueldo,2.0,"HTML, Java, Javascript, Scala, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
150000.0,124000.0,No,0.0,"Bash/Shell, Go",Secundario,varón,2021.1 - Encuesta Argentina.csv
45000.0,45000.0,No,1.0,"CSS, HTML, Javascript, PHP, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
194000.0,125000.0,Menos de un sueldo,16.0,Bash/Shell,Universitario,varón,2021.1 - Encuesta Argentina.csv
64084.0,48000.0,No,9.0,"HTML, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
125000.0,101912.0,No,11.0,"CSS, HTML, Javascript, R, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
230000.0,190000.0,Un sueldo,11.0,SQL,Posgrado,prefiero no decir,2021.1 - Encuesta Argentina.csv
140000.0,90000.0,No,30.0,"HTML, Java, PHP, R, SQL",,mujer,2021.1 - Encuesta Argentina.csv
250000.0,180000.0,De uno a tres sueldos,20.0,Ninguno de los anteriores,Universitario,varón,2021.1 - Encuesta Argentina.csv
158000.0,112000.0,Menos de un sueldo,6.0,"CSS, HTML, Java, Javascript, SQL, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
140000.0,105000.0,No,2.0,"HTML, Javascript, PHP, SQL",Secundario,varón,2021.1 - Encuesta Argentina.csv
60000.0,47000.0,No,1.0,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Terciario,,2021.1 - Encuesta Argentina.csv
190000.0,160000.0,Un sueldo,20.0,Ninguno de los anteriores,Universitario,varón,2021.1 - Encuesta Argentina.csv
126000.0,95000.0,No,12.0,"C, SQL, VBA",,varón,2021.1 - Encuesta Argentina.csv
75.0,62.0,Un sueldo,0.0,"CSS, HTML, Javascript",Terciario,mujer,2021.1 - Encuesta Argentina.csv
63000.0,53000.0,No,2.0,"HTML, Javascript, SQL, Asp classic",,varón,2021.1 - Encuesta Argentina.csv
46000.0,40000.0,No,2.0,Ninguno de los anteriores,,,2021.1 - Encuesta Argentina.csv
32000.0,26200.0,No,7.0,Ninguno de los anteriores,Secundario,,2021.1 - Encuesta Argentina.csv
150000.0,85000.0,No,9.0,Java,Universitario,mujer,2021.1 - Encuesta Argentina.csv
170000.0,117000.0,No,4.0,"CSS, HTML, Java, Javascript, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
110000.0,90000.0,No,1.0,".NET, C#, Java, Python, TypeScript",Universitario,varón,2021.1 - Encuesta Argentina.csv
72000.0,65000.0,Menos de un sueldo,0.0,Python,Universitario,varón,2021.1 - Encuesta Argentina.csv
121000.0,100000.0,No,4.0,".NET, C#, Javascript",Universitario,varón,2021.1 - Encuesta Argentina.csv
85000.0,78000.0,No,10.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
150000.0,107000.0,De uno a tres sueldos,6.0,Ninguno de los anteriores,,mujer,2021.1 - Encuesta Argentina.csv
85000.0,70550.0,No,2.0,Javascript,Universitario,mujer,2021.1 - Encuesta Argentina.csv
200000.0,130000.0,No,3.0,"CSS, HTML, Ninguno de los anteriores",Terciario,varón,2021.1 - Encuesta Argentina.csv
1700.0,1600.0,Menos de un sueldo,10.0,"Bash/Shell, PHP, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
123000.0,98000.0,De uno a tres sueldos,2.0,"CSS, HTML, Javascript, Python",,varón,2021.1 - Encuesta Argentina.csv
165000.0,120000.0,Menos de un sueldo,7.0,"Bash/Shell, CSS, HTML, Java, Javascript, PHP, Scala, SQL, TypeScript",,mujer,2021.1 - Encuesta Argentina.csv
50000.0,47000.0,No,8.0,"Bash/Shell, Python, SQL",,varón,2021.1 - Encuesta Argentina.csv
240000.0,150000.0,De uno a tres sueldos,10.0,C,,varón,2021.1 - Encuesta Argentina.csv
87000.0,66000.0,De uno a tres sueldos,2.0,"Java, Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
83000.0,62000.0,No,35.0,SQL,Universitario,varón,2021.1 - Encuesta Argentina.csv
144000.0,103300.0,Menos de un sueldo,15.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
75000.0,55000.0,No,6.0,"Bash/Shell, Python",,varón,2021.1 - Encuesta Argentina.csv
250000.0,,No,3.0,"CSS, Javascript",,varón,2021.1 - Encuesta Argentina.csv
90000.0,90000.0,No,10.0,Ninguno de los anteriores,Universitario,varón,2021.1 - Encuesta Argentina.csv
62.0,50.0,Menos de un sueldo,1.0,".NET, C#, HTML, Java, Javascript, TypeScript, VBA",,varón,2021.1 - Encuesta Argentina.csv
153000.0,109000.0,Un sueldo,5.0,"CSS, HTML, Java, Javascript, Kotlin, Scala, SQL",,varón,2021.1 - Encuesta Argentina.csv
38000.0,31540.0,Menos de un sueldo,0.0,"SQL, RPG, CL",,mujer,2021.1 - Encuesta Argentina.csv
65000.0,55000.0,No,1.0,"Javascript, PHP, SQL",Terciario,mujer,2021.1 - Encuesta Argentina.csv
83000.0,72000.0,No,3.0,"Python, SQL",Posgrado,mujer,2021.1 - Encuesta Argentina.csv
40000.0,33000.0,No,0.0,"HTML, Javascript, SQL, Apex",Universitario,mujer,2021.1 - Encuesta Argentina.csv
114000.0,86000.0,No,5.0,"C, SQL",Secundario,varón,2021.1 - Encuesta Argentina.csv
180000.0,120000.0,No,14.0,Ninguno de los anteriores,,prefiero no decir,2021.1 - Encuesta Argentina.csv
105000.0,86000.0,No,8.0,".NET, C#, Swift",,varón,2021.1 - Encuesta Argentina.csv
89000.0,75000.0,No,3.0,Ninguno de los anteriores,Universitario,varón,2021.1 - Encuesta Argentina.csv
119000.0,95000.0,No,5.0,"Javascript, TypeScript",Universitario,varón,2021.1 - Encuesta Argentina.csv
65000.0,54000.0,No,5.0,SQL,Universitario,mujer,2021.1 - Encuesta Argentina.csv
53400.0,50000.0,No,2.0,Bash/Shell,,varón,2021.1 - Encuesta Argentina.csv
125000.0,,De uno a tres sueldos,3.0,Ninguno de los anteriores,Universitario,mujer,2021.1 - Encuesta Argentina.csv
65000.0,52000.0,No,5.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
60000.0,50000.0,No,0.0,Javascript,Universitario,mujer,2021.1 - Encuesta Argentina.csv
235000.0,130000.0,3+ sueldos,13.0,Python,,varón,2021.1 - Encuesta Argentina.csv
223000.0,146000.0,No,6.0,"CSS, HTML, Java, Javascript, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
130000.0,105000.0,No,12.0,".NET, C#, HTML, Javascript, SQL",,prefiero no decir,2021.1 - Encuesta Argentina.csv
60000.0,47000.0,No,1.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
75000.0,68000.0,No,2.0,"CSS, Dart, HTML, Ruby, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
102000.0,85000.0,No,0.0,"CSS, HTML, Javascript, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
42000.0,33000.0,No,3.0,Ninguno de los anteriores,Secundario,varón,2021.1 - Encuesta Argentina.csv
125000.0,90000.0,Un sueldo,9.0,Ninguno de los anteriores,Posgrado,varón,2021.1 - Encuesta Argentina.csv
42200.0,35000.0,No,0.0,".NET, C#, CSS, HTML, Javascript, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
113000.0,92000.0,No,20.0,"ActionScript, Bash/Shell, SQL",,varón,2021.1 - Encuesta Argentina.csv
35600.0,29700.0,No,0.0,"CSS, HTML, Javascript, PHP, SQL",Secundario,varón,2021.1 - Encuesta Argentina.csv
47959.77,53733.32,Menos de un sueldo,2.0,"HTML, Java, Kotlin, SQL, PL/SQL",,varón,2021.1 - Encuesta Argentina.csv
50000.0,43000.0,Menos de un sueldo,1.0,"Java, SQL",Universitario,varón,2021.1 - Encuesta Argentina.csv
83000.0,76000.0,De uno a tres sueldos,7.0,"CSS, HTML, Javascript, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
83000.0,76000.0,De uno a tres sueldos,7.0,"CSS, HTML, Javascript, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
65000.0,59000.0,No,10.0,".NET, Java, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
82000.0,,No,4.0,Ninguno de los anteriores,,mujer,2021.1 - Encuesta Argentina.csv
307550.0,,De uno a tres sueldos,26.0,"Bash/Shell, C, Javascript, Python",Universitario,varón,2021.1 - Encuesta Argentina.csv
210000.0,160000.0,De uno a tres sueldos,20.0,".NET, COBOL, HTML, Java",,varón,2021.1 - Encuesta Argentina.csv
82500.0,68475.0,No,3.0,"HTML, Java, Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
85000.0,67000.0,Menos de un sueldo,6.0,VBA,,varón,2021.1 - Encuesta Argentina.csv
52000.0,45000.0,No,3.0,"COBOL, Python, SQL",,varón,2021.1 - Encuesta Argentina.csv
135000.0,90000.0,Un sueldo,17.0,Ninguno de los anteriores,Posgrado,mujer,2021.1 - Encuesta Argentina.csv
85000.0,70000.0,No,0.0,Javascript,Universitario,varón,2021.1 - Encuesta Argentina.csv
220000.0,175000.0,No,25.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
42000.0,38000.0,Un sueldo,1.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
90000.0,72000.0,No,12.0,"SQL, VBA",,varón,2021.1 - Encuesta Argentina.csv
230000.0,150000.0,Un sueldo,23.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
189000.0,145000.0,No,8.0,Javascript,,varón,2021.1 - Encuesta Argentina.csv
62000.0,50000.0,No,8.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
106000.0,81000.0,Un sueldo,6.0,".NET, ABAP, C#, HTML, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
140000.0,101000.0,De uno a tres sueldos,8.0,"CSS, HTML, Javascript, TypeScript",Universitario,varón,2021.1 - Encuesta Argentina.csv
1400000.0,900000.0,Un sueldo,10.0,"Javascript, Ruby",,varón,2021.1 - Encuesta Argentina.csv
40000.0,,No,1.0,".NET, C#, HTML",,,2021.1 - Encuesta Argentina.csv
102.0,82000.0,No,4.0,"Bash/Shell, Python",,varón,2021.1 - Encuesta Argentina.csv
115000.0,98000.0,No,10.0,C#,,no binarie,2021.1 - Encuesta Argentina.csv
26000.0,22000.0,No,15.0,Ninguno de los anteriores,,,2021.1 - Encuesta Argentina.csv
81000.0,66000.0,No,2.0,".NET, C#, SQL, VBA, ibm iib",Universitario,varón,2021.1 - Encuesta Argentina.csv
110000.0,91000.0,Menos de un sueldo,5.0,".NET, Python, SQL",,varón,2021.1 - Encuesta Argentina.csv
53737.0,42500.0,Menos de un sueldo,0.0,Javascript,,varón,2021.1 - Encuesta Argentina.csv
65000.0,60000.0,No,0.0,"Java, Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
150000.0,11000.0,No,15.0,"Bash/Shell, Groovy, Python",,varón,2021.1 - Encuesta Argentina.csv
43000.0,38000.0,No,8.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
180000.0,100000.0,No,25.0,"HTML, Javascript, SQL, VBA",Universitario,varón,2021.1 - Encuesta Argentina.csv
100000.0,90000.0,Menos de un sueldo,11.0,"CSS, HTML, Java, Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
60.0,53.0,No,1.0,"Bash/Shell, Java, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
179200.0,135000.0,Menos de un sueldo,10.0,"HTML, Java, Javascript, Python, Ruby, SQL",,varón,2021.1 - Encuesta Argentina.csv
90000.0,83000.0,No,18.0,"HTML, Java, PHP",Secundario,varón,2021.1 - Encuesta Argentina.csv
125000.0,93000.0,No,2.0,"Bash/Shell, CSS, HTML, Java, Javascript, SQL, TypeScript",Universitario,varón,2021.1 - Encuesta Argentina.csv
150000.0,120000.0,No,10.0,"Python, SQL",,varón,2021.1 - Encuesta Argentina.csv
,42.735,No,0.0,"CSS, HTML, Javascript, Python, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
39000.0,35000.0,No,1.0,Javascript,Universitario,mujer,2021.1 - Encuesta Argentina.csv
310000.0,240000.0,Un sueldo,10.0,Javascript,,prefiero no decir,2021.1 - Encuesta Argentina.csv
160000.0,135000.0,De uno a tres sueldos,4.0,"Python, SQL, REXX",Universitario,varón,2021.1 - Encuesta Argentina.csv
74000.0,68000.0,No,15.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
200000.0,120000.0,No,20.0,"Bash/Shell, CSS, HTML, PHP",Universitario,varón,2021.1 - Encuesta Argentina.csv
125000.0,93000.0,De uno a tres sueldos,12.0,"Java, Javascript, SQL",,varón,2021.1 - Encuesta Argentina.csv
100000.0,84000.0,No,22.0,Ninguno de los anteriores,Terciario,varón,2021.1 - Encuesta Argentina.csv
40800.0,35000.0,Menos de un sueldo,1.0,"Assembler, Bash/Shell",,mujer,2021.1 - Encuesta Argentina.csv
135000.0,100000.0,Un sueldo,6.0,COBOL,Universitario,mujer,2021.1 - Encuesta Argentina.csv
62790.0,52115.0,No,1.0,"CSS, HTML, Javascript, PHP",,mujer,2021.1 - Encuesta Argentina.csv
170000.0,150000.0,Menos de un sueldo,10.0,".NET, C#, HTML, Java, Javascript, TypeScript",Universitario,varón,2021.1 - Encuesta Argentina.csv
27.0,22.5,No,1.0,Ninguno de los anteriores,,mujer,2021.1 - Encuesta Argentina.csv
,70000.0,Un sueldo,1.0,Python,Secundario,varón,2021.1 - Encuesta Argentina.csv
120.0,88.0,No,10.0,"Bash/Shell, Python",,varón,2021.1 - Encuesta Argentina.csv
,51025.0,No,1.0,"CSS, HTML, Java, Javascript, TypeScript",Universitario,mujer,2021.1 - Encuesta Argentina.csv
45180.0,37500.0,No,0.0,"Javascript, Python",Universitario,mujer,2021.1 - Encuesta Argentina.csv
126693.0,100791.0,No,20.0,"C++, C#",,varón,2021.1 - Encuesta Argentina.csv
114700.0,86500.0,Menos de un sueldo,10.0,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL",,varón,2021.1 - Encuesta Argentina.csv
318000.0,250000.0,3+ sueldos,12.0,"Javascript, Python",Secundario,varón,2021.1 - Encuesta Argentina.csv
43000.0,42900.0,Menos de un sueldo,1.0,"Bash/Shell, PHP, Python, SQL",,varón,2021.1 - Encuesta Argentina.csv
63500.0,52704.0,No,14.0,".NET, C#, Javascript, SQL",Terciario,varón,2021.1 - Encuesta Argentina.csv
80000.0,56000.0,No,3.0,Javascript,,varón,2021.1 - Encuesta Argentina.csv
134000.0,111000.0,3+ sueldos,10.0,Ninguno de los anteriores,,varón,2021.1 - Encuesta Argentina.csv
115581.0,87670.0,De uno a tres sueldos,1.0,"Bash/Shell, Python",Universitario,varón,2021.1 - Encuesta Argentina.csv
247000.0,160000.0,De uno a tres sueldos,5.0,"Java, Javascript, SQL, TypeScript",Terciario,varón,2021.1 - Encuesta Argentina.csv
48000.0,38000.0,No,0.0,".NET, C#, SQL, TypeScript",,varón,2021.1 - Encuesta Argentina.csv
69000.0,62041.0,No,17.0,Ninguno de los anteriores,Posgrado,mujer,2021.1 - Encuesta Argentina.csv
90000.0,71000.0,No,1.0,".NET, C#, Javascript, TypeScript",Secundario,varón,2021.1 - Encuesta Argentina.csv
